P_control_pairs,n_samples,burnin,mean_w1_ctrl,std_w1_ctrl,p95_w1_ctrl,p99_w1_ctrl,bfr95,bfr99
25,10000,2000,0.00018085314256543434,5.818419833517631e-05,0.0002866400554158803,0.0002945148683619974,1.5849326771425676,1.628475260005168
50,10000,2000,0.00018113159458160713,7.0726160753467e-05,0.0002918407357549669,0.00039823654993023503,1.611208339600195,2.1986034565096997
100,10000,2000,0.0001767973565146909,6.322382436904021e-05,0.0002853535064318214,0.0003475309022321842,1.6140145534818,1.965701914798179
50,5000,1000,0.00024744761183593617,0.00011058083935816522,0.00047583253169749455,0.0005636208759671885,1.9229627158939129,2.2777381918758746
50,20000,4000,0.0001157431213169704,4.760693968094957e-05,0.00021093078799901566,0.0002441461755010284,1.822404524769704,2.1093795702330986
