pde,level,level_idx,seed,epochs,lbfgs,e_global,e_posterior,l1_delta_loglik,w1,kl,tv,training_time_s
advection_diffusion,L1,1,101,30,0,0.9919313019240252,0.9987522723998917,23453.478711252646,1.0002861465517021,40.32656831245177,1.0,3.6707067489624023
advection_diffusion,L1,1,102,30,0,0.9652167464110968,0.9745375641164815,24381.552411823217,0.7985271173652794,41.36047712172168,1.0000000000000002,3.6528799533843994
advection_diffusion,L1,1,103,30,0,0.91555594794538,0.9407567313792816,22788.92655044279,1.0009936485666193,41.33449240747833,0.9999999999999999,3.66190242767334
advection_diffusion,L1,1,104,30,0,0.9171648466034135,0.9450378978105122,22866.24276476296,1.0008332063360528,40.99858764218595,1.0,3.67075252532959
advection_diffusion,L1,1,105,30,0,0.9556585642988101,0.9699108063907089,24177.98691737952,0.9213931311510123,37.435376363813326,1.0000000000000002,3.6465091705322266
advection_diffusion,L1,1,106,30,0,0.9532780985957251,0.9669618666157235,23352.684174824582,1.000924040476369,41.174066507623444,0.9999999999999999,3.681845188140869
advection_diffusion,L1,1,107,30,0,0.9437872930325386,0.9608692260320728,23128.120631289603,1.0009066342390476,41.13785932187337,0.9999999999999999,3.673585891723633
advection_diffusion,L1,1,108,30,0,0.9443641378512609,0.9635099452145832,23757.38970559038,1.0002997722493159,40.33878744338971,0.9999999999999999,3.677391290664673
advection_diffusion,L1,1,109,30,0,0.8979033916386472,0.9175130362007815,21321.161206042078,0.9241119479090617,37.68274425108797,1.0000000000000002,3.6548430919647217
advection_diffusion,L1,1,110,30,0,0.9433122547354381,0.9638984593156011,24845.024362351443,0.8889268835361668,37.761129828297534,0.9999999999999999,3.6711409091949463
advection_diffusion,L2,2,101,100,0,0.3910662125202337,0.37821635735588927,1536.3831538299028,0.03428104240295584,39.057303625492175,0.9999999999993643,12.82400107383728
advection_diffusion,L2,2,102,100,0,0.8007993403471623,0.7914319501913183,14106.713137574476,0.31579565695786477,38.04700002664035,0.9999999999999999,12.659708499908447
advection_diffusion,L2,2,103,100,0,0.5816628936654353,0.5159803904052275,4912.933538445967,0.002717577112973883,1.3872053455556355,0.40925402942317224,12.85313105583191
advection_diffusion,L2,2,104,100,0,0.5672547399145333,0.5568540700700223,6155.385851896941,0.040704502882962665,38.69790204481291,0.9999999999926455,12.794998407363892
advection_diffusion,L2,2,105,100,0,0.8096581320554413,0.8025986739207847,15265.525831633387,0.4724438577570834,37.89354296328388,1.0,12.773427248001099
advection_diffusion,L2,2,106,100,0,0.6989707431962131,0.6455438273562369,8365.82274338584,0.14401466065683388,38.42658855868993,1.0,12.774873495101929
advection_diffusion,L2,2,107,100,0,0.35761604251474316,0.32905930220662527,810.7167717534696,0.0003430794262979363,0.032462788024373905,0.08224273826044692,12.818289756774902
advection_diffusion,L2,2,108,100,0,0.797655826573449,0.7823470697176962,14131.643726190869,0.30614185319145526,37.90577506082856,1.0,12.803893089294434
advection_diffusion,L2,2,109,100,0,0.5365782356022296,0.5240993671413824,4698.004049032264,0.011515271744136671,14.9817170855751,0.9624676886962513,12.773030519485474
advection_diffusion,L2,2,110,100,0,0.48390936414378044,0.48822763829879834,4274.007583454209,0.0015416946781541862,0.4086906352452461,0.2703207069293875,12.768482446670532
advection_diffusion,L3,3,101,250,15,0.1617942116697779,0.11445138549554965,162.80074521343025,0.006734167152902584,5.069213788922831,0.8993671214066794,34.85766530036926
advection_diffusion,L3,3,102,250,15,0.10219236134215154,0.057280410726724434,44.39813724996342,0.004179372263019217,1.9507966446213763,0.6842755868736398,34.9012553691864
advection_diffusion,L3,3,103,250,15,0.12195137352920662,0.06678047150467713,26.89880840221372,0.0045515100146605175,2.3142185050233843,0.7279236463140798,34.74774527549744
advection_diffusion,L3,3,104,250,15,0.11172262479997858,0.0551174880949632,11.665865494190504,0.0031399611348420444,1.101302700756783,0.5496929159873444,34.89904069900513
advection_diffusion,L3,3,105,250,15,0.12509441638672236,0.06998345461433823,28.9560931892717,0.004843950350631055,2.6131853954782303,0.7509351651409416,34.879427671432495
advection_diffusion,L3,3,106,250,15,0.21331744046273207,0.1689997751810148,273.7984868008615,0.00023231595281163406,0.007405255564876116,0.04688047481392456,34.66962790489197
advection_diffusion,L3,3,107,250,15,0.11687941500472952,0.06205616040877043,16.329669885966716,0.0012163020015910824,0.1684855255792847,0.2341191051835743,34.938883781433105
advection_diffusion,L3,3,108,250,15,0.14952386020009822,0.09878315441483794,46.70181112847594,0.0018074347722080754,0.36796602983624777,0.34088534593014636,34.86251878738403
advection_diffusion,L3,3,109,250,15,0.12434445838152784,0.07620615615508566,76.57861686231256,0.006628593166920407,4.891179011611082,0.8857675700076877,34.64917016029358
