level,n_seeds,mean_global_l2_pct,std_global_l2_pct,ci95_global_l2_pct,mean_e_posterior_pct,std_e_posterior_pct,ci95_e_posterior_pct,mean_w1_quadrature,std_w1_quadrature,ci95_w1_quadrature,mean_calibrated_bfr,std_calibrated_bfr,ci95_calibrated_bfr,mean_training_time_s
level1_30ep,10,79.62256053220406,4.243333721031709,"[77.16426309281486, 81.97476075396095]",64.19279271153727,3.1058810998549933,"[62.203421404003905, 65.87875524288145]",0.302362341195018,0.1361997564946021,"[0.22360912750517994, 0.38759265818587896]",522.5498336909732,235.38367848230584,"[390.11417952179215, 661.2525453256824]",4.497675347328186
level2_100ep,10,56.26503188529283,6.278737242004767,"[52.63762500278323, 60.08924360739498]",42.582815641536236,6.936507393788923,"[38.73966633064602, 46.66456604777534]",0.10575224655418843,0.045541102817925845,"[0.0780232043764488, 0.1316021497635662]",182.7635631836035,78.70522370463367,"[134.37440820663588, 226.51866255441388]",14.990533661842345
level3_250ep_lbfgs,10,17.513778083042922,6.818305520866281,"[13.547958010165727, 21.68349202697023]",9.558615892246292,3.848682219541096,"[7.375252362487781, 11.851407589375523]",0.008808461050202254,0.0064914371505013415,"[0.005376562916793003, 0.012937885582014624]",15.222993176547226,11.218657025882864,"[9.032040042502475, 22.19031680652657]",39.57105662822723
level4_450ep_lbfgs,10,5.496527729703043,1.9678438701112027,"[4.411966387685475, 6.62424136129087]",3.1749721414494227,1.1475770717060796,"[2.535915489182679, 3.876661853616243]",0.001792883621662877,0.001481575799975185,"[0.0009909126708044491, 0.0027581082435986642]",3.0985043792968314,2.5604947521499084,"[1.6959228009510865, 4.8536706414122355]",70.33331420421601
level5_550ep_lbfgs,10,3.834064040276375,1.4114299783428645,"[3.0551425044208327, 4.695015012200121]",2.2654124817455275,0.812624942845541,"[1.8303872989442582, 2.768893020443204]",0.0024499355824460075,0.0016512004957339745,"[0.0014127926337009903, 0.00339990192178714]",4.234037301407999,2.853644210539198,"[2.5695501273058876, 6.002053525665752]",85.59224796295166
level6_800ep_lbfgs,10,2.343325570985829,0.6848414108620337,"[1.994369752872924, 2.7673872323262163]",1.3650625996965884,0.3456334766022232,"[1.1760776683947212, 1.5840615536160618]",0.0014495097099546245,0.0012304382986108053,"[0.000802480068969821, 0.0022825725984717913]",2.505077368023502,2.126472912482774,"[1.3686974937522323, 3.972688419961816]",123.72815053462982
